action_id,action_type,action_name,description,intervention_summary,outcome_summary,intervention_type,action_role,cost_investment_needed,timeline_for_implementation,publisher_id,generation_method,name_i18n_en,name_i18n_es,name_i18n_pt,description_i18n_en,description_i18n_es,description_i18n_pt,intervention_summary_i18n_en,intervention_summary_i18n_es,intervention_summary_i18n_pt,outcome_summary_i18n_en,outcome_summary_i18n_es,outcome_summary_i18n_pt,emissions_impact_relationship,emissions_impact_text,emissions_impact_numeric,emissions_methodology,emissions_sector_number,emissions_subsector_number,emissions_gpc_reference_number,co_benefits
ipcc_0043,mitigation,Encourage the Use of Zero-Emission Fuels in Industrial Processes,"Promote the transition to zero-emission energy sources and feedstocks in industrial processes, such as green hydrogen, biogas from sustainable sources, and synthetic e-fuels or chemicals produced with renewable electricity. These alternatives significantly reduce or eliminate process emissions compared to fossil-based fuels. Cities can accelerate this shift by implementing pilot and demonstration projects, establishing green procurement standards, streamlining permitting processes, and creating targeted incentives, all aligned with national and sectoral decarbonization roadmaps.",The city encourages zero-emission fuel use in industry.,Industrial processes shift to zero-emission fuels.,program,intervention,high,5-10 years,ipcc,expert_reviewed,Encourage the Use of Zero-Emission Fuels in Industrial Processes,Fomentar el uso de combustibles de cero emisiones en los procesos industriales,Incentivar o uso de combustíveis de emissão zero em processos industriais,"Promote the transition to zero-emission energy sources and feedstocks in industrial processes, such as green hydrogen, biogas from sustainable sources, and synthetic e-fuels or chemicals produced with renewable electricity. These alternatives significantly reduce or eliminate process emissions compared to fossil-based fuels. Cities can accelerate this shift by implementing pilot and demonstration projects, establishing green procurement standards, streamlining permitting processes, and creating targeted incentives, all aligned with national and sectoral decarbonization roadmaps.","Promover la transición hacia fuentes de energía y materias primas de cero emisiones en los procesos industriales, como el hidrógeno verde, el biogás de fuentes sostenibles y los e-combustibles sintéticos o productos químicos producidos con electricidad renovable. Estas alternativas reducen significativamente o eliminan las emisiones de los procesos en comparación con los combustibles de origen fósil. Las ciudades pueden acelerar este cambio implementando proyectos piloto y de demostración, estableciendo estándares de compras verdes, agilizando los procesos de permisos y creando incentivos específicos, todo ello alineado con las hojas de ruta nacionales y sectoriales de descarbonización.","Promover a transição para fontes de energia e matérias-primas de emissão zero nos processos industriais, como hidrogênio verde, biogás de fontes sustentáveis e e-combustíveis sintéticos ou produtos químicos produzidos com eletricidade renovável. Essas alternativas reduzem significativamente ou eliminam as emissões dos processos em comparação com combustíveis de origem fóssil. As cidades podem acelerar essa mudança implementando projetos-piloto e de demonstração, estabelecendo padrões de compras verdes, simplificando processos de licenciamento e criando incentivos direcionados, todos alinhados com roteiros nacionais e setoriais de descarbonização.",The city encourages zero-emission fuel use in industry.,La ciudad fomenta el uso de combustibles de cero emisiones en la industria.,A cidade incentiva o uso de combustível com emissão zero na indústria.,Industrial processes shift to zero-emission fuels.,Los procesos industriales cambian hacia combustibles de cero emisiones.,Os processos industriais mudam para combustíveis com emissão zero.,positive,medium,3,expert review,IV,[1],"[""IV.1""]",{}
ipcc_0045,mitigation,Transition to renewable energy for industrial operations,"Encourage the shift to renewable energy sources such as wind, solar, and hydroelectric power in industrial operations to reduce fossil fuel use.",,Industrial operations shift to renewable energy.,,outcome,medium,<5 years,ipcc,expert_reviewed,Transition to renewable energy for industrial operations,Transición a energías renovables para las operaciones industriales,Transição para energia renovável nas operações industriais,"Encourage the shift to renewable energy sources such as wind, solar, and hydroelectric power in industrial operations to reduce fossil fuel use.","Fomentar la transición hacia fuentes de energía renovable como la eólica, solar e hidroeléctrica en las operaciones industriales para reducir el uso de combustibles fósiles.","Incentivar a transição para fontes de energia renovável, como eólica, solar e hidrelétrica, nas operações industriais para reduzir o uso de combustíveis fósseis.",,,,Industrial operations shift to renewable energy.,Las operaciones industriales cambian hacia la energía renovable.,As operações industriais mudam para energia renovável.,positive,low,2,expert review,IV,[1],"[""IV.1""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""cost_of_living"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""stakeholder_engagement"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0049,mitigation,Develop and implement circular economy policies,"Circular Economy (CE) policies aim to close the loop for materials and energy flows by reducing, reusing, and recycling resources. These policies promote durable goods, reuse and remanufacturing, industrial symbiosis, and urban symbiosis to minimize waste and reduce GHG emissions. CE policies operate at micro, meso, and macro levels to integrate strategies like eco-design, sustainable supply chains, and urban energy symbiosis.",The city develops and implements circular economy policies.,"Material and energy flows close through reduce, reuse, and recycle strategies.",regulatory,intervention,medium,5-10 years,ipcc,expert_reviewed,Develop and implement circular economy policies,Desarrollar e implementar políticas de economía circular,Desenvolver e implementar políticas de economia circular,"Circular Economy (CE) policies aim to close the loop for materials and energy flows by reducing, reusing, and recycling resources. These policies promote durable goods, reuse and remanufacturing, industrial symbiosis, and urban symbiosis to minimize waste and reduce GHG emissions. CE policies operate at micro, meso, and macro levels to integrate strategies like eco-design, sustainable supply chains, and urban energy symbiosis.","Las políticas de Economía Circular (EC) buscan cerrar el ciclo de los flujos de materiales y energía mediante la reducción, reutilización y reciclaje de recursos. Estas políticas promueven bienes duraderos, la reutilización y la remanufactura, la simbiosis industrial y la simbiosis urbana para minimizar los residuos y reducir las emisiones de GEI. Las políticas de EC operan a nivel micro, meso y macro para integrar estrategias como el ecodiseño, cadenas de suministro sostenibles y la simbiosis energética urbana.","As políticas de Economia Circular (EC) visam fechar o ciclo dos fluxos de materiais e energia por meio da redução, reutilização e reciclagem de recursos. Essas políticas promovem bens duráveis, reutilização e remanufatura, simbiose industrial e simbiose urbana para minimizar resíduos e reduzir as emissões de GEE. As políticas de EC operam nos níveis micro, meso e macro para integrar estratégias como ecodesign, cadeias de suprimentos sustentáveis e simbiose energética urbana.",The city develops and implements circular economy policies.,La ciudad desarrolla e implementa políticas de economía circular.,A cidade desenvolve e implementa políticas de economia circular.,"Material and energy flows close through reduce, reuse, and recycle strategies.","Los flujos de materiales y energía se cierran mediante estrategias de reducción, reutilización y reciclaje.","Os fluxos de materiais e energia fecham-se através de estratégias de redução, reutilização e reciclagem.",positive,medium,3,expert review,IV,[1],"[""IV.1""]",{}
ipcc_0050,mitigation,Create tax incentives for companies adopting clean technologies,"Implement tax incentives and subsidies for companies that invest in clean technologies, leading to substantial emission reductions.",The city creates tax incentives for clean-technology adoption.,Clean-technology adoption by companies accelerates.,financial,intervention,low,<5 years,ipcc,expert_reviewed,Create tax incentives for companies adopting clean technologies,Crear incentivos fiscales para las empresas que adopten tecnologías limpias,Criar incentivos fiscais para empresas que adotam tecnologias limpas,"Implement tax incentives and subsidies for companies that invest in clean technologies, leading to substantial emission reductions.","Implementar incentivos fiscales y subsidios para las empresas que inviertan en tecnologías limpias, lo que conducirá a una reducción sustancial de las emisiones.","Implementar incentivos fiscais e subsídios para empresas que investem em tecnologias limpas, levando a reduções substanciais de emissões.",The city creates tax incentives for clean-technology adoption.,La ciudad crea incentivos fiscales para la adopción de tecnologías limpias.,A cidade cria incentivos fiscais para a adoção de tecnologias limpas.,Clean-technology adoption by companies accelerates.,Se acelera la adopción de tecnologías limpias por parte de las empresas.,A adoção de tecnologias limpas pelas empresas acelera.,positive,low,2,expert review,IV,[1],"[""IV.1""]","{""cost_of_living"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0052,mitigation,Reduce Deforestation and Degradation,Reduce deforestation and forest degradation to conserve carbon sequestered in forest vegetation and soil by avoiding tree cover loss and disturbance. This involves improving forest governance and supporting community forest management. Enhance monitoring and enforcement to prevent illegal deforestation and promote sustainable land use.,,Tree cover loss and forest disturbance are avoided.,,outcome,medium,5-10 years,ipcc,expert_reviewed,Reduce Deforestation and Degradation,Reducir la deforestación y la degradación,Reduzir o Desmatamento e a Degradação,Reduce deforestation and forest degradation to conserve carbon sequestered in forest vegetation and soil by avoiding tree cover loss and disturbance. This involves improving forest governance and supporting community forest management. Enhance monitoring and enforcement to prevent illegal deforestation and promote sustainable land use.,Reducir la deforestación y la degradación de los bosques para conservar el carbono almacenado en la vegetación y el suelo forestal evitando la pérdida de cobertura arbórea y las perturbaciones. Esto implica mejorar la gobernanza forestal y apoyar la gestión comunitaria de los bosques. Fortalecer el monitoreo y la aplicación de la ley para prevenir la deforestación ilegal y promover el uso sostenible del suelo.,"Reduzir o desmatamento e a degradação florestal para conservar o carbono sequestrado na vegetação e no solo das florestas, evitando a perda de cobertura arbórea e distúrbios. Isso envolve melhorar a governança florestal e apoiar a gestão comunitária das florestas. Reforçar o monitoramento e a fiscalização para prevenir o desmatamento ilegal e promover o uso sustentável da terra.",,,,Tree cover loss and forest disturbance are avoided.,Se evita la pérdida de cobertura arbórea y la alteración del bosque.,A perda de cobertura arbórea e a perturbação florestal são evitadas.,positive,high,4,expert review,V,[2],"[""V.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""water_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0053,mitigation,"Implement afforestation, reforestation, and forest ecosystem restoration","Advance tree-planting and forest recovery initiatives that strengthen biodiversity, ecosystem services, and carbon sequestration. Afforestation establishes new forests on historically non-forested land, reforestation restores deforested areas, and ecosystem restoration prioritizes native species and ecological integrity. Municipal governments should avoid monocultures, ensure projects deliver long-term benefits, and engage local communities so that restoration efforts provide social, cultural, and economic value alongside environmental gains.","The city implements afforestation, reforestation, and ecosystem restoration.",Forest cover expands and degraded ecosystems are restored.,infrastructure,intervention,high,5-10 years,ipcc,expert_reviewed,"Implement afforestation, reforestation, and forest ecosystem restoration","Implementar la forestación, la reforestación y la restauración de ecosistemas forestales","Implementar o reflorestamento, a aforestação e a restauração de ecossistemas florestais","Advance tree-planting and forest recovery initiatives that strengthen biodiversity, ecosystem services, and carbon sequestration. Afforestation establishes new forests on historically non-forested land, reforestation restores deforested areas, and ecosystem restoration prioritizes native species and ecological integrity. Municipal governments should avoid monocultures, ensure projects deliver long-term benefits, and engage local communities so that restoration efforts provide social, cultural, and economic value alongside environmental gains.","Avanzar en iniciativas de plantación de árboles y recuperación de bosques que fortalezcan la biodiversidad, los servicios ecosistémicos y la captura de carbono. La forestación establece nuevos bosques en tierras que históricamente no eran boscosas, la reforestación restaura áreas deforestadas y la restauración de ecosistemas prioriza las especies nativas y la integridad ecológica. Los gobiernos municipales deben evitar los monocultivos, asegurar que los proyectos generen beneficios a largo plazo e involucrar a las comunidades locales para que los esfuerzos de restauración aporten valor social, cultural y económico junto con beneficios ambientales.","Avançar com iniciativas de plantio de árvores e recuperação florestal que fortaleçam a biodiversidade, os serviços ecossistêmicos e a captura de carbono. A aforestação estabelece novas florestas em áreas historicamente não florestadas, a reflorestação restaura áreas desmatadas e a restauração de ecossistemas prioriza espécies nativas e a integridade ecológica. Os governos municipais devem evitar monoculturas, garantir que os projetos proporcionem benefícios a longo prazo e envolver as comunidades locais para que os esforços de restauração ofereçam valor social, cultural e econômico juntamente com ganhos ambientais.","The city implements afforestation, reforestation, and ecosystem restoration.","La ciudad implementa forestación, reforestación y restauración de ecosistemas.","A cidade implementa florestamento, reflorestamento e restauração de ecossistemas.",Forest cover expands and degraded ecosystems are restored.,La cubierta forestal se expande y se restauran los ecosistemas degradados.,A cobertura florestal expande-se e os ecossistemas degradados são restaurados.,positive,high,4,expert review,V,[2],"[""V.2""]","{""habitat"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""water_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0054,mitigation,Adopt sustainable forest management practices,"Sustainable forest management of already managed forests will increase carbon stocks, improve wood quality, mitigate disturbances, and provide co-benefits like biodiversity conservation, water regulation, and soil protection. Practises include longer rotations, reduced harvesting, mixed stands, and climate-smart forestry, and working with Indigenous Peoples is essential to safeguard their work and practices. Cities can apply these principles if they are responsible for forest management, or partner with those responsible to encourage and support best practice.",,Managed forests accumulate higher carbon stocks under sustainable management practices.,,outcome,high,5-10 years,ipcc,expert_reviewed,Adopt sustainable forest management practices,Adoptar prácticas de gestión forestal sostenible,Adotar práticas de manejo florestal sustentável,"Sustainable forest management of already managed forests will increase carbon stocks, improve wood quality, mitigate disturbances, and provide co-benefits like biodiversity conservation, water regulation, and soil protection. Practises include longer rotations, reduced harvesting, mixed stands, and climate-smart forestry, and working with Indigenous Peoples is essential to safeguard their work and practices. Cities can apply these principles if they are responsible for forest management, or partner with those responsible to encourage and support best practice.","La gestión forestal sostenible de los bosques ya gestionados aumentará las reservas de carbono, mejorará la calidad de la madera, mitigará las perturbaciones y proporcionará co-beneficios como la conservación de la biodiversidad, la regulación del agua y la protección del suelo. Las prácticas incluyen rotaciones más largas, reducción de la tala, bosques mixtos y silvicultura inteligente frente al clima, y trabajar con los Pueblos Indígenas es esencial para salvaguardar su labor y prácticas. Las ciudades pueden aplicar estos principios si son responsables de la gestión forestal, o asociarse con quienes lo son para fomentar y apoyar las mejores prácticas.","O manejo florestal sustentável de florestas já manejadas aumentará os estoques de carbono, melhorará a qualidade da madeira, mitigará distúrbios e proporcionará co-benefícios como conservação da biodiversidade, regulação da água e proteção do solo. As práticas incluem rotações mais longas, redução da extração, povoamentos mistos e silvicultura inteligente para o clima, sendo essencial trabalhar com os Povos Indígenas para salvaguardar seu trabalho e práticas. As cidades podem aplicar esses princípios se forem responsáveis pelo manejo florestal, ou podem se associar com os responsáveis para incentivar e apoiar as melhores práticas.",,,,Managed forests accumulate higher carbon stocks under sustainable management practices.,Los bosques gestionados acumulan mayores reservas de carbono bajo prácticas de gestión sostenible.,As florestas geridas acumulam maiores stocks de carbono sob práticas de gestão sustentável.,positive,medium,3,expert review,V,[2],"[""V.2""]","{""habitat"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""water_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0055,mitigation,"Implement fire management in forests, grasslands, and savannas","Implement fire management practices, including prescribed burning and natural resource management, to reduce uncontrolled wildfires in forests and savannas. Focuses on safeguarding life, property, and resources while mitigating GHG emissions and maintaining carbon stocks. Cities can apply these principles if they are responsible for forest management, or partner with those responsible to encourage and support best practice. Work with Indigenous Peoples to safeguard or support their own burning practices and fire management approaches.",The city implements or partners on fire-management practices.,"Uncontrolled wildfires in forests, grasslands, and savannas are reduced.",infrastructure,intervention,medium,5-10 years,ipcc,expert_reviewed,"Implement fire management in forests, grasslands, and savannas","Implementar la gestión de incendios en bosques, pastizales y sabanas","Implementar o manejo do fogo em florestas, pastagens e savanas","Implement fire management practices, including prescribed burning and natural resource management, to reduce uncontrolled wildfires in forests and savannas. Focuses on safeguarding life, property, and resources while mitigating GHG emissions and maintaining carbon stocks. Cities can apply these principles if they are responsible for forest management, or partner with those responsible to encourage and support best practice. Work with Indigenous Peoples to safeguard or support their own burning practices and fire management approaches.","Implementar prácticas de gestión de incendios, incluyendo quemas prescritas y manejo de recursos naturales, para reducir los incendios forestales incontrolados en bosques y sabanas. Se enfoca en salvaguardar la vida, la propiedad y los recursos, al mismo tiempo que mitiga las emisiones de GEI y mantiene las reservas de carbono. Las ciudades pueden aplicar estos principios si son responsables de la gestión forestal, o asociarse con quienes lo son para fomentar y apoyar las mejores prácticas. Trabajar con los Pueblos Indígenas para proteger o apoyar sus propias prácticas de quema y enfoques de gestión del fuego.","Implementar práticas de manejo do fogo, incluindo queimas prescritas e gestão de recursos naturais, para reduzir incêndios florestais descontrolados em florestas e savanas. O foco é proteger vidas, propriedades e recursos, ao mesmo tempo em que se mitigam as emissões de GEE e se mantêm os estoques de carbono. As cidades podem aplicar esses princípios se forem responsáveis pelo manejo florestal, ou podem fazer parcerias com os responsáveis para incentivar e apoiar as melhores práticas. Trabalhar com Povos Indígenas para proteger ou apoiar suas próprias práticas de queima e abordagens de manejo do fogo.",The city implements or partners on fire-management practices.,La ciudad implementa o se asocia con prácticas de manejo de incendios.,A cidade implementa ou faz parceria em práticas de gestão de incêndios.,"Uncontrolled wildfires in forests, grasslands, and savannas are reduced.","Se reducen los incendios forestales incontrolados en bosques, pastizales y sabanas.","Os incêndios florestais descontrolados em florestas, pastagens e savanas são reduzidos.",positive,low,2,expert review,V,[2],"[""V.2""]","{""air_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0056,mitigation,Reduce and prevent degradation and conversion of Grasslands and Savannas,"Prevent the conversion of grasslands and savannas to croplands to conserve soil carbon and biodiversity, and implement sustainable soil management practices in croplands and grasslands to enhance soil organic carbon. Cities can promote sustainable grazing, reduced tillage, fire management, biochar application, improved grass varieties and vegetation management practices, while discouraging land-use change that accelerates degradation. Partnerships with local communities and alignment with regional conservation initiatives strengthen the protection of these ecosystems.These activities aim to increase soil organic matter, mitigate GHG emissions, and provide co-benefits for biodiversity, water provision, and food security.",,Grasslands and savannas are protected from conversion and managed for higher soil carbon.,,outcome,medium,5-10 years,ipcc,expert_reviewed,Reduce and prevent degradation and conversion of Grasslands and Savannas,Reducir y prevenir la degradación y conversión de pastizales y sabanas,Reduzir e prevenir a degradação e conversão de pastagens e savanas,"Prevent the conversion of grasslands and savannas to croplands to conserve soil carbon and biodiversity, and implement sustainable soil management practices in croplands and grasslands to enhance soil organic carbon. Cities can promote sustainable grazing, reduced tillage, fire management, biochar application, improved grass varieties and vegetation management practices, while discouraging land-use change that accelerates degradation. Partnerships with local communities and alignment with regional conservation initiatives strengthen the protection of these ecosystems.These activities aim to increase soil organic matter, mitigate GHG emissions, and provide co-benefits for biodiversity, water provision, and food security.","Prevenir la conversión de pastizales y sabanas en tierras de cultivo para conservar el carbono del suelo y la biodiversidad, e implementar prácticas sostenibles de manejo del suelo en tierras de cultivo y pastizales para aumentar el carbono orgánico del suelo. Las ciudades pueden promover el pastoreo sostenible, la reducción de la labranza, la gestión del fuego, la aplicación de biochar, la mejora de variedades de pastos y las prácticas de manejo de la vegetación, al mismo tiempo que desincentivan el cambio de uso de suelo que acelera la degradación. Las alianzas con comunidades locales y la alineación con iniciativas regionales de conservación fortalecen la protección de estos ecosistemas. Estas actividades buscan aumentar la materia orgánica del suelo, mitigar las emisiones de GEI y proporcionar co-beneficios para la biodiversidad, el suministro de agua y la seguridad alimentaria.","Prevenir a conversão de pastagens e savanas em áreas agrícolas para conservar o carbono do solo e a biodiversidade, e implementar práticas de manejo sustentável do solo em áreas agrícolas e pastagens para aumentar o carbono orgânico do solo. As cidades podem promover o pastoreio sustentável, a redução do revolvimento do solo, o manejo do fogo, a aplicação de biochar, a melhoria das variedades de gramíneas e práticas de manejo da vegetação, ao mesmo tempo em que desencorajam a mudança de uso da terra que acelera a degradação. Parcerias com comunidades locais e o alinhamento com iniciativas regionais de conservação fortalecem a proteção desses ecossistemas. Essas atividades visam aumentar a matéria orgânica do solo, mitigar as emissões de GEE e proporcionar co-benefícios para a biodiversidade, oferta de água e segurança alimentar.",,,,Grasslands and savannas are protected from conversion and managed for higher soil carbon.,Los pastizales y sabanas están protegidos de la conversión y gestionados para obtener más carbono en el suelo.,As pastagens e savanas são protegidas da conversão e geridas para aumentar o carbono do solo.,positive,low,2,expert review,V,[2],"[""V.2""]",{}
ipcc_0057,mitigation,Restore degraded peatlands and prevent further conversion or degradation.,"Protect intact peatlands from clearing, drainage, and conversion that release large carbon emissions, and rewet and revegetate degraded peatlands to prevent further degradation. Municipal governments can enhance governance and monitoring, restrict agricultural expansion, and collaborate with regional and national programs for wetland conservation. Safeguarding these ecosystems preserves carbon storage, reduces fire risks, and protects biodiversity and ecosystem services. Peatland restoration maintains water regulation, flood prevention, and can foster sustainable livelihoods through paludiculture.",,Peatlands are protected from drainage and degraded peatlands are rewetted.,,outcome,high,5-10 years,ipcc,expert_reviewed,Restore degraded peatlands and prevent further conversion or degradation.,Restaurar turberas degradadas y prevenir su conversión o degradación adicional.,Restaurar turfeiras degradadas e prevenir novas conversões ou degradações.,"Protect intact peatlands from clearing, drainage, and conversion that release large carbon emissions, and rewet and revegetate degraded peatlands to prevent further degradation. Municipal governments can enhance governance and monitoring, restrict agricultural expansion, and collaborate with regional and national programs for wetland conservation. Safeguarding these ecosystems preserves carbon storage, reduces fire risks, and protects biodiversity and ecosystem services. Peatland restoration maintains water regulation, flood prevention, and can foster sustainable livelihoods through paludiculture.","Proteger las turberas intactas de la tala, el drenaje y la conversión que liberan grandes emisiones de carbono, y rehumedecer y revegetar las turberas degradadas para evitar una mayor degradación. Los gobiernos municipales pueden mejorar la gobernanza y el monitoreo, restringir la expansión agrícola y colaborar con programas regionales y nacionales para la conservación de humedales. Salvaguardar estos ecosistemas preserva el almacenamiento de carbono, reduce los riesgos de incendios y protege la biodiversidad y los servicios ecosistémicos. La restauración de turberas mantiene la regulación del agua, la prevención de inundaciones y puede fomentar medios de vida sostenibles a través de la paludicultura.","Proteger turfeiras intactas contra desmatamento, drenagem e conversão que liberam grandes emissões de carbono, além de reumedecer e revegetar turfeiras degradadas para evitar mais degradação. Os governos municipais podem aprimorar a governança e o monitoramento, restringir a expansão agrícola e colaborar com programas regionais e nacionais para a conservação de áreas úmidas. Proteger esses ecossistemas preserva o armazenamento de carbono, reduz os riscos de incêndio e protege a biodiversidade e os serviços ecossistêmicos. A restauração de turfeiras mantém a regulação da água, previne enchentes e pode promover meios de subsistência sustentáveis por meio da paludicultura.",,,,Peatlands are protected from drainage and degraded peatlands are rewetted.,Las turberas se protegen del drenaje y las turberas degradadas se vuelven a humedecer.,As turfeiras são protegidas da drenagem e as turfeiras degradadas são reumedecidas.,positive,medium,3,expert review,V,[2],"[""V.2""]","{""habitat"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""water_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0060,mitigation,Protect and Restore Coastal Wetlands,"Restore degraded or damaged coastal ecosystems, including mangroves, salt marshes, and seagrass beds. Restoration includes passive (removal of degradation drivers) and active (environmental manipulation) approaches to reinstate ecosystem functions and carbon sequestration potential. This supports biodiversity conservation, fisheries production, soil stabilization, water quality regulation, flood prevention, and resilience against cyclones. Cities can either take on restoration activities themselves, require restoration as part of Urban Planning and land use regulations, or partner with government, ecological organisations and other partners to carry out restoration projects. Economic incentives or regulations on activities that degrade coastal wetlands may also be effective.",,"Coastal wetlands — mangroves, salt marshes, seagrass beds — are protected and restored.",,outcome,high,>10 years,ipcc,expert_reviewed,Protect and Restore Coastal Wetlands,Proteger y restaurar los humedales costeros,Proteger e Restaurar Zonas Úmidas Costeiras,"Restore degraded or damaged coastal ecosystems, including mangroves, salt marshes, and seagrass beds. Restoration includes passive (removal of degradation drivers) and active (environmental manipulation) approaches to reinstate ecosystem functions and carbon sequestration potential. This supports biodiversity conservation, fisheries production, soil stabilization, water quality regulation, flood prevention, and resilience against cyclones. Cities can either take on restoration activities themselves, require restoration as part of Urban Planning and land use regulations, or partner with government, ecological organisations and other partners to carry out restoration projects. Economic incentives or regulations on activities that degrade coastal wetlands may also be effective.","Restaurar ecosistemas costeros degradados o dañados, incluyendo manglares, marismas salinas y praderas marinas. La restauración incluye enfoques pasivos (eliminación de los factores de degradación) y activos (manipulación ambiental) para restablecer las funciones del ecosistema y el potencial de secuestro de carbono. Esto apoya la conservación de la biodiversidad, la producción pesquera, la estabilización del suelo, la regulación de la calidad del agua, la prevención de inundaciones y la resiliencia frente a ciclones. Las ciudades pueden llevar a cabo actividades de restauración por sí mismas, exigir la restauración como parte de la planificación urbana y las regulaciones de uso del suelo, o asociarse con el gobierno, organizaciones ecológicas y otros socios para realizar proyectos de restauración. Los incentivos económicos o las regulaciones sobre actividades que degradan los humedales costeros también pueden ser efectivos.","Restaurar ecossistemas costeiros degradados ou danificados, incluindo manguezais, marismas e pradarias marinhas. A restauração inclui abordagens passivas (remoção dos fatores de degradação) e ativas (manipulação ambiental) para restabelecer as funções do ecossistema e o potencial de sequestro de carbono. Isso apoia a conservação da biodiversidade, a produção pesqueira, a estabilização do solo, a regulação da qualidade da água, a prevenção de inundações e a resiliência contra ciclones. As cidades podem realizar atividades de restauração por conta própria, exigir a restauração como parte do planejamento urbano e das regulamentações de uso do solo, ou fazer parcerias com o governo, organizações ecológicas e outros parceiros para executar projetos de restauração. Incentivos econômicos ou regulamentações sobre atividades que degradam áreas úmidas costeiras também podem ser eficazes.",,,,"Coastal wetlands — mangroves, salt marshes, seagrass beds — are protected and restored.","Los humedales costeros (manglares, marismas, praderas marinas) están protegidos y restaurados.","As zonas húmidas costeiras – mangais, pântanos salgados e tapetes de ervas marinhas – são protegidas e restauradas.",positive,medium,3,expert review,V,[2],"[""V.2""]","{""habitat"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}, ""water_quality"": {""impactRelationship"": ""positive"", ""impactText"": ""low"", ""impactNumeric"": 1, ""methodology"": ""expert review""}}"
ipcc_0062,mitigation,Create partnerships to implement biochar plants.,"Biochar is produced by heating organic matter (e.g., forestry residues, straw, manure) in oxygen-limited environments. It has significant mitigation potential through carbon dioxide removal (CDR), reduced greenhouse gas emissions, and soil application benefits like improved fertility and reduced N2O emissions. Cities can consider trialling and adopting these technologies, in collaboration with local rural producers, utility companies and other industrial stakeholders.",The city partners on biochar plant trials and deployment.,Organic residues are converted to biochar for durable carbon storage and soil application.,program,intervention,high,5-10 years,ipcc,expert_reviewed,Create partnerships to implement biochar plants.,Crear alianzas para implementar plantas de biochar.,Criar parcerias para implementar usinas de biochar.,"Biochar is produced by heating organic matter (e.g., forestry residues, straw, manure) in oxygen-limited environments. It has significant mitigation potential through carbon dioxide removal (CDR), reduced greenhouse gas emissions, and soil application benefits like improved fertility and reduced N2O emissions. Cities can consider trialling and adopting these technologies, in collaboration with local rural producers, utility companies and other industrial stakeholders.","El biochar se produce al calentar materia orgánica (por ejemplo, residuos forestales, paja, estiércol) en ambientes con poco oxígeno. Tiene un importante potencial de mitigación mediante la eliminación de dióxido de carbono (CDR), la reducción de emisiones de gases de efecto invernadero y beneficios en la aplicación al suelo, como la mejora de la fertilidad y la reducción de emisiones de N2O. Las ciudades pueden considerar probar y adoptar estas tecnologías, en colaboración con productores rurales locales, empresas de servicios públicos y otros actores industriales.","O biochar é produzido pelo aquecimento de matéria orgânica (por exemplo, resíduos florestais, palha, esterco) em ambientes com pouco oxigênio. Ele possui um potencial significativo de mitigação por meio da remoção de dióxido de carbono (CDR), redução das emissões de gases de efeito estufa e benefícios na aplicação ao solo, como melhoria da fertilidade e redução das emissões de N2O. As cidades podem considerar testar e adotar essas tecnologias, em colaboração com produtores rurais locais, empresas de serviços públicos e outros atores industriais.",The city partners on biochar plant trials and deployment.,La ciudad colabora en las pruebas y el despliegue de plantas de biocarbón.,A cidade faz parceria em testes e implantação de plantas de biochar.,Organic residues are converted to biochar for durable carbon storage and soil application.,Los residuos orgánicos se convierten en biocarbón para el almacenamiento duradero de carbono y su aplicación al suelo.,Os resíduos orgânicos são convertidos em biochar para armazenamento durável de carbono e aplicação no solo.,positive,low,2,expert review,V,[2],"[""V.2""]",{}
